Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	-	1			-	-	1	3	-	1	-	-	-	-	-								1	1	8
Ballard, Jacob																						-			
Barlow, Michael	2	1	1	-	1	2	1	1	-	1	1	1	-	1	-	1	1	-	-	1	1	-	-	-	17
Blakely, Connor																						-			
Clarke, Zac	-	-	2	-	1	-	-	-	-	-			2	-								-	-		5
Crozier, Hayden			-							-	-	1			-	-	-	-	-	-		-			1
Dawson, Zac																	-			-	-		-	-	
Duffield, Paul	-	1	-	-	-	-	-	-	-	-			-	-							-	-			1
Duffy, Max																						-			
Fyfe, Nat	1	1	2	-	-	1	2	1	1	1	-	-	1	-	1	-			2	-			-	-	14
Grey, Brady																						-			
Griffin, Jonathon															-	1	1	-	-	-	-			-	2
Hannath, Jack											1	-										1			2
Hill, Stephen	-	3	-	1	1	-	-	-	-	-	-	2	-	-	2	-	-	-	-	1	1		2	-	13
Hughes, Ethan																						-			
Ibbotson, Garrick	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	1	-	2	-	-	1	-	-	1	7
Johnson, Michael	-	-	-	-	1	-	1	-	-	-									-	-	-		1	-	3
Langdon, Ed																					-	-			
Mayne, Chris	-	1	-	1	-	-	1	1	-	1		1	1	-	-	-	-	-	2	-	3		1	1	14
McPharlin, Luke	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-				
Mundy, David	1	-	1	-	1	-	1	-	-	1	1	-	-	1	2	-	1	-	-	1	2		-	-	13
Mzungu, Tendai				1							-			-			-	-	-	2	-	-	-	-	3
Neale, Lachie	-	1	1	-	2	-	-	-	-	-	-	-	-	-	-	-	-	2	-	1	1	-	-	-	8
Pavlich, Matthew	1	1	2	-	1	-	-	-	2	-	-	-	-	1	2	1	-	3	2		2		1	1	20
Pearce, Alex						-	-				-	-	-	-	-	-	-	-	1	-		-			1
Pearce, Clancee	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-					-	1	-		2
Pearce, Danyle	-	-	-	-	1	2	1	-	-	-	-	-	2	1	2	-	1	-	1	-	-		1	-	12
Sandilands, Aaron	-	-	1	-	1	1	1	-	-	-	-	1	1	-	-	1	-	-	1	-	-		-	2	10
Sheridan, Tom	-						-	-	-	-	-	1	1	-	-	-	1	1	1	-	1	-	-	-	6
Silvagni, Alex																		-	-						
Smith, Tanner																						-			
Spurr, Lee	-	-	-	-	-	-	-	-	1		-	-	-	-	-	-	-	-	-	-	-		-	-	1
Suban, Nick	-	1	-	-	-	-	2	1	1	-	-	-	1	-	-	-	1	1	-	-	-	-	-	1	9
Sutcliffe, Cameron	-	-	1	-	1	-	-	2	-	-	-	-			-	-	-	-	-	-	-		-	-	4
Taberner, Matthew		-	-	-	1	-	1	-	1	-	-		-		-	1						1		1	6
Walters, Michael	1	1	-	-	-	-	2	1	1	1	-	-	1	-	-	2	1	-	-	1			-	-	12
Weller, Lachie																	1	-				-			1
de Boer, Matthew	1	-	-	-	-	-						2	-	1	-	-	-	-	-	-	1	1	-	-	6
Totals	7	12	12	4	12	6	14	10	7	6	4	9	10	5	9	8	8	9	10	7	13	4	7	8	201
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
