Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	-	-			-	-	-	-	-	-	-	-	-	-	-								-	-	
Ballard, Jacob																						-			
Barlow, Michael	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	3
Blakely, Connor																						-			
Clarke, Zac	-	-	-	-	-	-	-	-	-	-			-	-								-	-		
Crozier, Hayden			-							-	-	-			-	1	-	-	-	1		-			2
Dawson, Zac																	-			-	-		-	-	
Duffield, Paul	1	-	-	-	1	-	-	-	-	1			-	-							-	1			4
Duffy, Max																						-			
Fyfe, Nat	-	-	1	-	4	-	-	1	-	-	-	-	-	1	-	-			-	-			-	-	7
Grey, Brady																						-			
Griffin, Jonathon															-	-	-	-	-	-	-			-	
Hannath, Jack											-	-										-			
Hill, Stephen	1	1	3	3	-	-	2	1	-	1	1	-	-	1	3	1	5	-	2	1	-		-	-	26
Hughes, Ethan																						-			
Ibbotson, Garrick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Johnson, Michael	1	4	-	1	2	1	-	-	-	-									-	1	1		-	-	11
Langdon, Ed																					3	-			3
Mayne, Chris	-	-	-	-	-	-	-	-	1	-		-	-	-	-	-	-	1	-	-	-		-	-	2
McPharlin, Luke	-	-	-	-	-			-	-	-	-	-	-	-	-	-	1	-		-	-				1
Mundy, David	-	-	-	-	1	1	-	-	-	1	-	-	-	-	-	1	-	-	-	1	-		-	-	5
Mzungu, Tendai				-							-			-			-	-	-	-	-	1	-	-	1
Neale, Lachie	-	-	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	4
Pavlich, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-	-	
Pearce, Alex						-	-				-	-	-	-	-	-	-	-	-	-		-			
Pearce, Clancee	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-					-	-	-		
Pearce, Danyle	-	1	-	-	5	-	-	2	-	-	1	-	-	-	-	-	-	1	-	-	-		-	1	11
Sandilands, Aaron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Sheridan, Tom	2						-	-	-	-	-	-	-	-	3	1	3	1	-	1	-	-	-	1	12
Silvagni, Alex																		-	-						
Smith, Tanner																						-			
Spurr, Lee	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	1	-		-	-	1
Suban, Nick	-	-	-	-	2	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	4
Sutcliffe, Cameron	1	1	1	-	2	-	-	-	-	-	-	-			-	-	1	1	-	2	-		-	-	9
Taberner, Matthew		-	-	-	-	-	-	-	-	-	-		-		-	-						-		-	
Walters, Michael	-	-	3	1	-	1	-	-	-	-	1	-	1	-	1	-	3	1	-	-			1	2	15
Weller, Lachie																	3	-				-			3
de Boer, Matthew	-	-	-	-	-	2						-	-	-	-	-	-	-	-	-	3	-	-	-	5
Totals	6	7	8	5	19	8	2	4	1	3	3	0	1	2	8	4	17	5	2	9	7	3	1	4	129
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
