Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	-	-			-	1	-	1	-	4	-	-	1	-	-								1	1	9
Ballard, Jacob																						3			3
Barlow, Michael	1	1	3	-	7	2	-	4	2	1	1	1	4	3	1	3	1	3	1	-	4	8	-	2	53
Blakely, Connor																						2			2
Clarke, Zac	1	-	2	1	5	1	1	1	-	-			-	1								1	2		16
Crozier, Hayden			-							-	-	-			-	-	1	-	-	1		-			2
Dawson, Zac																	-			-	-		-	-	
Duffield, Paul	1	1	-	1	-	-	-	-	-	1			2	-							-	-			6
Duffy, Max																						1			1
Fyfe, Nat	4	6	10	8	8	7	10	11	14	9	11	9	9	6	8	6			12	8			8	9	173
Grey, Brady																						1			1
Griffin, Jonathon															-	-	-	1	-	1	-			1	3
Hannath, Jack											3	3										-			6
Hill, Stephen	1	5	2	5	2	3	2	2	3	5	5	1	1	4	2	4	7	3	4	2	6		2	3	74
Hughes, Ethan																						-			
Ibbotson, Garrick	-	-	-	-	-	1	1	1	1	1	1	1	1	-	1	-	-	2	-	1	-	-	-	-	12
Johnson, Michael	-	-	-	1	1	-	2	-	-	-									-	-	-		-	-	4
Langdon, Ed																					-	-			
Mayne, Chris	1	1	-	-	2	1	2	-	2	-		1	1	-	1	-	1	-	1	-	-		1	1	16
McPharlin, Luke	-	-	-	1	-			-	-	-	1	-	-	1	1	-	-	-		-	-				4
Mundy, David	10	8	5	6	7	5	5	5	8	9	7	12	6	5	5	6	11	6	10	6	9		6	5	162
Mzungu, Tendai				-							3			2			1	-	2	1	1	1	1	2	14
Neale, Lachie	4	9	7	2	1	7	8	6	5	11	9	14	4	2	6	-	8	3	2	8	10	6	7	3	142
Pavlich, Matthew	3	1	2	-	1	-	-	1	-	1	1	1	2	-	-	2	1	3	2		-		-	-	21
Pearce, Alex						-	-				-	-	-	-	-	-	-	-	-	-		1			1
Pearce, Clancee	3	1	-	-	5	-	1	2	2	1	5	-	5	1		-					3	2	1		32
Pearce, Danyle	7	1	4	1	-	-	2	2	3	1	2	1	2	2	2	4	2	1	2	1	1		1	4	46
Sandilands, Aaron	2	2	2	1	-	4	1	-	3	-	1	3	4	-	4	1	3	3	6	6	3		5	3	57
Sheridan, Tom	2						-	-	3	1	-	1	2	1	-	1	1	1	1	-	1	-	-	-	15
Silvagni, Alex																		-	-						
Smith, Tanner																						-			
Spurr, Lee	-	-	-	-	-	-	-	-	-		1	1	1	-	2	-	-	-	-	-	-		1	-	6
Suban, Nick	-	5	5	2	2	1	-	1	6	5	3	-	2	1	2	3	5	5	3	1	2	2	1	2	59
Sutcliffe, Cameron	1	-	-	-	-	-	1	-	-	-	1	-			1	-	-	-	-	-	-		-	-	4
Taberner, Matthew		-	-	-	-	-	-	-	-	1	-		-		1	1						-		-	3
Walters, Michael	-	-	1	-	1	1	2	-	-	1	2	1	-	1	3	2	-	1	-	5			3	5	29
Weller, Lachie																	-	-				-			
de Boer, Matthew	-	-	1	-	-	1						2	3	-	1	-	5	5	-	-	4	5	2	2	31
Totals	41	41	44	29	42	35	38	37	52	52	57	52	50	30	41	33	47	37	46	41	44	33	42	43	1007
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
