Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	2	1			-	2	-	1	1	1	-	1	1	-	1								3	1	15
Ballard, Jacob																						-			
Barlow, Michael	-	3	-	-	-	-	-	2	1	1	-	1	1	1	-	1	-	-	-	1	1	1	1	1	16
Blakely, Connor																						-			
Clarke, Zac	-	-	2	1	-	1	1	-	-	-			1	-								-	1		7
Crozier, Hayden			-							2	1	-			-	2	-	2	-	-		-			7
Dawson, Zac																	-			-	-		-	-	
Duffield, Paul	-	-	-	-	-	-	-	-	-	-			-	-							-	-			
Duffy, Max																						1			1
Fyfe, Nat	1	3	-	1	1	-	3	-	1	1	2	2	-	-	-	1			-	1			-	-	17
Grey, Brady																						-			
Griffin, Jonathon															1	-	1	2	1	2	-			2	9
Hannath, Jack											1	-										-			1
Hill, Stephen	-	2	3	-	1	1	-	-	-	-	-	2	-	-	1	1	-	2	1	1	1		-	1	17
Hughes, Ethan																						-			
Ibbotson, Garrick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1
Johnson, Michael	-	-	-	-	-	-	-	-	-	-									-	1	-		-	-	1
Langdon, Ed																					-	-			
Mayne, Chris	-	1	2	2	4	1	1	2	-	-		-	-	1	4	1	2	2	1	1	1		1	1	28
McPharlin, Luke	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-				
Mundy, David	-	-	-	-	2	-	-	2	1	-	-	-	-	1	1	1	1	-	1	-	-		-	-	10
Mzungu, Tendai				-							-			-			-	1	-	-	1	-	-	-	2
Neale, Lachie	1	-	3	-	2	1	-	1	-	-	1	1	1	1	-	-	-	-	-	-	2	1	1	-	16
Pavlich, Matthew	4	2	-	3	-	4	5	1	2	-	-	-	3	1	2	3	2	2	2		3		-	1	40
Pearce, Alex						-	-				-	-	-	-	-	-	1	1	-	1		-			3
Pearce, Clancee	-	-	-	1	-	1	1	-	-	-	-	1	-	-		-					-	1	-		5
Pearce, Danyle	2	1	1	-	2	-	1	-	-	-	-	-	2	-	1	-	1	-	-	-	3		-	-	14
Sandilands, Aaron	-	-	-	-	1	-	-	1	-	1	-	-	-	-	1	-	-	2	-	2	1		-	-	9
Sheridan, Tom	-						-	1	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	4
Silvagni, Alex																		-	-						
Smith, Tanner																						-			
Spurr, Lee	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-		-	-	
Suban, Nick	-	-	-	1	2	-	-	-	1	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-	7
Sutcliffe, Cameron	-	-	-	1	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-		-	-	1
Taberner, Matthew		1	3	1	2	-	1	2	-	1	-		-		-	1						2		-	14
Walters, Michael	1	1	3	-	-	1	2	4	3	3	-	4	4	1	1	-	4	-	4	2			3	3	44
Weller, Lachie																	-	-				-			
de Boer, Matthew	-	-	-	-	1	-						-	-	-	-	-	-	-	-	-	2	1	-	-	4
Totals	11	15	17	11	18	12	15	17	10	10	6	12	13	6	13	12	12	15	11	12	17	8	10	10	293
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
