Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	1	2			-	-	1	2	2	1	1	-	2	-	3								-	4	19
Ballard, Jacob																						-			
Barlow, Michael	-	1	-	-	1	-	-	1	2	2	1	-	-	-	-	2	-	-	-	-	-	2	-	1	13
Blakely, Connor																						-			
Clarke, Zac	1	2	-	2	1	1	2	4	1	4			5	3								2	1		29
Crozier, Hayden			-							-	1	-			-	2	-	-	1	-		1			5
Dawson, Zac																	4			7	10		4	6	31
Duffield, Paul	2	1	2	5	4	1	-	1	2	4			5	2							3	1			33
Duffy, Max																						-			
Fyfe, Nat	1	1	1	2	3	2	1	-	2	1	3	3	1	1	1	4			1	2			-	1	31
Grey, Brady																						4			4
Griffin, Jonathon															-	1	4	4	3	3	2			-	17
Hannath, Jack											2	1										3			6
Hill, Stephen	-	-	1	-	2	1	-	3	2	1	1	-	-	3	-	2	-	-	2	1	2		-	2	23
Hughes, Ethan																						3			3
Ibbotson, Garrick	-	6	-	2	-	5	7	7	5	4	4	6	4	5	4	2	-	1	5	2	1	-	3	3	76
Johnson, Michael	6	2	4	5	2	4	4	4	5	-									1	3	3		2	4	49
Langdon, Ed																					1	-			1
Mayne, Chris	2	-	1	-	4	2	1	4	-	2		1	2	-	2	-	2	1	2	2	1		-	1	30
McPharlin, Luke	5	6	5	4	4			3	4	3	4	4	5	2	3	10	3	4		3	1				73
Mundy, David	1	2	3	-	-	-	3	-	3	1	1	2	3	1	2	-	-	-	1	1	2		-	-	26
Mzungu, Tendai				1							3			1			1	-	2	-	2	1	1	2	14
Neale, Lachie	3	-	-	-	-	1	-	-	-	1	1	1	1	-	-	1	-	-	-	1	1	1	-	-	12
Pavlich, Matthew	5	3	2	2	2	3	1	-	-	2	5	3	2	1	1	1	1	3	-		1		3	-	41
Pearce, Alex						11	6				7	4	5	2	3	7	2	5	3	-		8			63
Pearce, Clancee	1	1	4	3	3	2	-	1	1	3	2	-	-	1		1					1	-	-		24
Pearce, Danyle	2	-	1	-	4	-	1	1	-	-	-	1	1	-	-	-	-	-	-	1	-		-	-	12
Sandilands, Aaron	2	1	2	-	1	1	5	-	4	3	6	1	7	1	1	2	-	6	7	5	3		2	2	62
Sheridan, Tom	1						2	-	-	3	-	-	2	1	1	1	1	-	1	1	-	2	3	-	19
Silvagni, Alex																		2	3						5
Smith, Tanner																						6			6
Spurr, Lee	2	4	-	-	2	2	2	4	2		4	2	3	1	6	1	1	2	-	1	2		5	3	49
Suban, Nick	1	1	1	-	1	3	-	-	-	2	-	2	3	1	-	1	1	2	2	1	-	-	-	-	22
Sutcliffe, Cameron	3	4	2	2	4	-	1	-	1	4	3	3			2	2	7	-	1	5	1		6	4	55
Taberner, Matthew		1	1	1	1	1	1	-	-	-	-		1		3	1						2		-	13
Walters, Michael	-	1	-	1	-	-	1	1	4	-	-	2	3	-	3	2	1	-	-	-			1	1	21
Weller, Lachie																	-	1				1			2
de Boer, Matthew	-	-	2	-	-	-						-	3	1	-	-	2	-	-	-	-	1	-	1	10
Totals	39	39	32	30	39	40	39	36	40	41	49	36	58	27	35	43	30	31	35	39	37	38	31	35	899
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
