Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	1	2			-	1	-	1	-	4	2	-	5	-	-								-	2	18
Ballard, Jacob																						-			
Barlow, Michael	1	1	1	1	1	1	-	-	-	2	-	3	1	-	-	1	1	-	1	-	1	2	-	2	20
Blakely, Connor																						2			2
Clarke, Zac	2	-	-	2	2	2	1	1	-	2			-	-								1	-		13
Crozier, Hayden			-							1	1	-			-	2	1	1	-	-		1			7
Dawson, Zac																	-			-	-		2	1	3
Duffield, Paul	1	1	-	-	-	-	-	-	-	-			1	-							-	-			3
Duffy, Max																						-			
Fyfe, Nat	1	2	1	3	1	1	-	2	1	-	2	2	1	3	-	2			-	-			1	-	23
Grey, Brady																						2			2
Griffin, Jonathon															-	2	-	2	-	1	1			1	7
Hannath, Jack											1	-										1			2
Hill, Stephen	1	1	1	1	-	-	-	-	1	1	-	1	-	-	-	1	1	-	-	-	-		1	-	10
Hughes, Ethan																						1			1
Ibbotson, Garrick	-	1	1	1	-	1	-	-	1	3	-	1	1	-	1	1	1	1	-	-	-	-	-	-	14
Johnson, Michael	1	2	-	2	-	-	2	-	-	-									-	1	1		-	-	9
Langdon, Ed																					1	-			1
Mayne, Chris	-	1	1	2	2	1	-	2	1	2		-	1	-	1	1	1	2	1	2	2		-	1	24
McPharlin, Luke	-	3	-	2	1			1	-	-	-	-	1	-	-	-	-	-		-	-				8
Mundy, David	3	2	2	-	3	3	1	-	1	-	1	-	1	-	2	2	2	3	5	-	-		-	-	31
Mzungu, Tendai				-							-			2			1	1	1	-	1	1	1	2	10
Neale, Lachie	1	1	1	1	1	3	3	4	-	1	3	2	1	-	-	-	2	1	-	-	-	2	-	1	28
Pavlich, Matthew	4	2	1	-	-	1	1	1	-	-	-	-	-	-	1	1	2	-	-		3		1	1	19
Pearce, Alex						-	-				-	1	-	-	1	-	3	-	-	-		-			5
Pearce, Clancee	2	1	1	3	-	1	-	-	1	-	-	-	-	1		-					1	-	-		11
Pearce, Danyle	1	-	1	-	-	-	-	-	1	-	1	-	3	1	-	1	-	-	1	1	-		1	-	12
Sandilands, Aaron	2	-	-	2	1	-	-	1	1	-	1	1	-	1	1	1	-	1	2	2	2		2	1	22
Sheridan, Tom	-						1	-	-	-	-	-	1	-	-	1	-	-	-	-	1	-	1	1	6
Silvagni, Alex																		-	1						1
Smith, Tanner																						1			1
Spurr, Lee	2	1	-	1	1	1	1	1	2		1	1	1	-	1	-	-	-	1	-	-		-	-	15
Suban, Nick	-	3	-	3	-	1	-	1	1	-	1	-	1	-	-	1	-	1	1	1	2	1	1	-	19
Sutcliffe, Cameron	2	-	-	-	-	-	-	-	-	-	-	-			1	-	1	1	1	-	-		-	1	7
Taberner, Matthew		-	1	1	-	1	-	-	-	2	-		-		1	-						2		1	9
Walters, Michael	2	1	1	-	-	2	1	2	2	2	-	3	-	2	4	1	3	1	3	3			2	2	37
Weller, Lachie																	-	1				-			1
de Boer, Matthew	-	1	-	1	1	-						-	-	2	-	-	-	1	1	-	-	2	1	1	11
Totals	27	26	13	26	14	20	11	17	13	20	14	15	19	12	14	18	19	17	19	11	16	19	14	18	412
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
