Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	Tot
Ballantyne, Hayden	-	-			-	-	-	-	-	-	-	-	-	-	-								-	-	
Ballard, Jacob																						-			
Barlow, Michael	-	1	-	-	-	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	5
Blakely, Connor																						-			
Clarke, Zac	-	-	-	-	-	-	-	-	-	-			-	-								-	-		
Crozier, Hayden			-							-	-	-			-	-	-	-	-	-		-			
Dawson, Zac																	-			-	-		-	-	
Duffield, Paul	-	-	-	-	-	-	-	-	-	-			-	-							-	-			
Duffy, Max																						-			
Fyfe, Nat	-	3	-	3	3	2	3	3	3	-	3	3	3	-	-	2			-	-			-	-	31
Grey, Brady																						-			
Griffin, Jonathon															-	-	-	-	-	-	-			-	
Hannath, Jack											-	-										-			
Hill, Stephen	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	2	-	-		-	-	6
Hughes, Ethan																						-			
Ibbotson, Garrick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Johnson, Michael	-	-	-	-	-	-	-	-	-	-									-	-	-		-	-	
Langdon, Ed																					-	-			
Mayne, Chris	-	-	-	-	1	-	-	-	-	-		-	-	-	2	-	-	-	-	-	-		-	-	3
McPharlin, Luke	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-				
Mundy, David	2	2	-	-	2	-	2	-	-	-	-	-	-	-	3	3	-	2	-	-	3		-	-	19
Mzungu, Tendai				-							-			-			-	-	-	-	-	-	-	-	
Neale, Lachie	-	-	3	-	-	3	-	1	-	-	-	-	-	-	1	-	-	-	-	-	2	-	-	-	10
Pavlich, Matthew	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-	-	2
Pearce, Alex						-	-				-	-	-	-	-	-	-	-	-	-		-			
Pearce, Clancee	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-					-	-	-		
Pearce, Danyle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1		-	-	1
Sandilands, Aaron	-	-	2	-	-	-	-	-	-	-	1	2	-	-	-	-	3	3	-	3	-		-	-	14
Sheridan, Tom	-						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Silvagni, Alex																		-	-						
Smith, Tanner																						-			
Spurr, Lee	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-		-	-	
Suban, Nick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sutcliffe, Cameron	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-		-	-	
Taberner, Matthew		-	-	-	-	-	-	-	-	-	-		-		-	-						-		-	
Walters, Michael	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	1	-	-	-			-	-	3
Weller, Lachie																	-	-				-			
de Boer, Matthew	-	-	-	-	-	-						-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	3	6	6	3	6	6	5	6	4	0	4	5	5	0	6	5	6	6	2	3	6	1	0	0	94
Opponent	PA	GE	WC	SY	ME	ES	WB	NM	AD	RI	GC	CW	BL	HW	CA	RI	GW	SK	WC	NM	ME	PA	SY	HW	
