Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Bryan, Chris					-	3	1	-			1				-				-	2	1	-		1	-	9
Buckley, Nathan																					1	1	1	-	1	4
Burns, Scott	-	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Clarke, Martin												-	2	-	-	1	-	-			-	-	-	-	-	3
Clement, James	1	-		-	-	-												-	-	-	-	-	-	-	-	1
Cloke, Travis	-	2	2	1	5	5	5	3	-	2	2	4	5	1	2	5	-	2	1	2	2	1	3	2	3	60
Cook, Ryan																		-	1	-						1
Cox, Shannon			-	1	-	-						-	-	-				-								1
Davis, Leon	1	1	1	1	1	1		2	1	2	-	1	1	-	-	1	-	1	1	1	-	-	1	-	-	18
Dick, Brad			1	-	-	-	-	-																		1
Didak, Alan					2		2	-	2	1	-	1	-	-	1	-	-	-		-	1		1	-	-	11
Egan, Chris						-																				
Fraser, Josh	-	-	-	-	-	-	1	3	3	2	2	-	-	2	-	2	-	-	-				-			15
Goldsack, Tyson								-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Holland, Brodie							-	-	-	-	-	-	-													
Iles, Sam							-							1	-											1
Johnson, Ben	-	-		1	-	1	-	1	1	-	1	-	-	-	-	-	-	-	-	1						6
Licuria, Paul	-	1	-	-								-	-	2	-	-	1		1							5
Lockyer, Tarkyn	-	1	-	2	1	3	1	-	3	1	-	1	-	-	-	3	-	2	-	-	1	1	-	-	-	20
Lonie, Ryan	-															-	-	-								
Lumumba, Heritier	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	
Maxwell, Nick	2	-	-	1	1	1	-	1	-	-	-	-	-	-	1	2	5	-	-	-	-	-	-	-	-	14
Medhurst, Paul	3	-	4						1	1	1		3	-	1			-	3	3	2	-	1	2	1	26
Nicholls, Daniel		-																								
OBree, Shane	1	-	1	-	-	-	-	-	1	-	-	-	1	-	-	-	1		1	-	-	-	-	-	-	6
Pendlebury, Scott	1	-	-	1	2	1	1	1	2	-	-	1	-	-	1	2	-			1	1	1	-	-	-	16
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-						-	-	-	-							
Reid, Ben													3	2								1				6
Richards, Guy	-	-	-	-					-	-		-	1			-	1			-	-	1	-	-	-	3
Rocca, Anthony	3	2	6	2	5	2	2	6	3	5	-	6			2	4	1	5	4	2	1	5	5	2	-	73
Rusling, Sean																				3	7		6	-	2	18
Shaw, Heath	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Shaw, Rhyce	-	-	-	-	-	-	-	-	1	-								-	-	-		-				1
Stanley, Danny											-	-														
Swan, Dane	-	-	-	2	-	-	-	1	-	2	-	-	2	2	1	-	-	-	1	-	2	-	1	1	-	15
Thomas, Dale	-	-	-	-	1	-	2	-	-	2	-	2	2	4	1	2	1	1	1	1	1	1	1	1	1	25
Toovey, Alan			3	-	-	-	1	-	-	-	-								-							4
Wakelin, Shane	-	-	-				-				-	-	-	-	-	-	-			-	-	-	-	-	-	
Totals	12	7	18	13	18	17	16	19	18	19	8	16	20	14	10	22	10	11	14	16	20	12	20	9	8	367
Opponent	KA	WC	RI	PA	ES	AD	CA	WB	BL	FR	ME	SY	HW	SK	GE	ES	BL	CA	RI	ME	SY	AD	SY	WC	GE	
