Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Bryan, Chris					-	-	-	1			-				-				1	-	-	1		-	-	3
Buckley, Nathan																					2	-	1	-	1	4
Burns, Scott	-	1	2	-	1	1	2	1	2	-	1	-	-	-	1	-	-	-	-	1	-	1	1	-	-	15
Clarke, Martin												-	-	-	-	-	-	-			1	1	-	1	1	4
Clement, James	-	-		-	-	-												-	-	-	-	-	-	-	-	
Cloke, Travis	1	-	-	-	3	2	1	1	1	-	1	-	2	-	-	1	1	1	1	-	2	-	1	1	-	20
Cook, Ryan																		-	-	1						1
Cox, Shannon			-	-	-	-						-	-	-				-								
Davis, Leon	1	-	-	-	-	1		1	-	1	-	-	2	-	-	-	-	2	1	2	1	-	1	-	-	13
Dick, Brad			1	-	-	-	1	1																		3
Didak, Alan					-		1	-	-	-	-	1	-	-	1	-	-	1		-	-		2	-	-	6
Egan, Chris						-																				
Fraser, Josh	1	-	-	-	-	-	2	1	1	-	-	1	1	-	1	-	-	-	1				-			9
Goldsack, Tyson								-	-	-	1	-	-	-	-	-	-	-	-		-	-	-	-	-	1
Holland, Brodie							-	-	-	-	1	-	-													1
Iles, Sam							1							1	-											2
Johnson, Ben	-	-		1	1	1	-	-	3	1	-	1	-	1	1	-	-	2	-	-						12
Licuria, Paul	2	-	1	-								-	-	-	1	2	-		2							8
Lockyer, Tarkyn	-	2	1	1	-	2	1	-	-	1	-	1	-	-	-	1	-	1	1	-	1	1	3	-	1	18
Lonie, Ryan	-															2	-	-								2
Lumumba, Heritier	-	-	1	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	1	2
Maxwell, Nick	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	1	-	1	1	-	1	-	-	-	-	6
Medhurst, Paul	-	1	-						1	4	-		-	-	-			-	-	-	-	1	1	2	1	11
Nicholls, Daniel		-																								
OBree, Shane	1	-	1	1	1	-	4	-	1	-	-	-	-	-	-	1	2		-	-	-	-	-	-	1	13
Pendlebury, Scott	-	-	-	1	1	-	1	2	1	-	-	-	-	1	-	-	-			-	2	1	1	1	-	12
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-						-	-	-	-							
Reid, Ben													1	-								-				1
Richards, Guy	1	-	-	-					-	-		-	-			-	-			-	-	-	-	1	-	2
Rocca, Anthony	-	1	3	1	2	-	-	-	1	2	1	1			1	-	-	1	1	1	-	-	1	-	-	17
Rusling, Sean																				1	-		1	-	-	2
Shaw, Heath	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	1	1	-	-	-	-	-	5
Shaw, Rhyce	-	-	-	-	-	2	-	-	1	-								-	1	1		-				5
Stanley, Danny											-	1														1
Swan, Dane	1	1	-	-	-	1	-	-	1	-	1	-	3	1	-	-	-	1	-	-	1	-	-	-	-	11
Thomas, Dale	-	-	1	1	-	1	1	1	-	1	-	-	-	-	-	-	-	1	-	1	-	1	-	1	-	10
Toovey, Alan			-	-	-	-	-	1	1	-	-								-							2
Wakelin, Shane	-	-	-				-				-	-	-	-	-	-	-			-	-	-	-	-	-	
Totals	8	6	12	6	9	11	15	11	15	10	6	6	9	4	6	9	4	11	11	9	11	7	13	7	6	222
Opponent	KA	WC	RI	PA	ES	AD	CA	WB	BL	FR	ME	SY	HW	SK	GE	ES	BL	CA	RI	ME	SY	AD	SY	WC	GE	
