Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Bryan, Chris					1	2	1	-			1				-				-	1	-	-		1	-	7
Buckley, Nathan																					-	1	-	1	1	3
Burns, Scott	-	-	1	-	3	1	-	-	-	-	-	-	-	-	1	1	1	-	-	1	-	-	-	1	1	11
Clarke, Martin												-	1	-	-	1	1	-			-	1	-	-	-	4
Clement, James	-	-		-	-	-												-	-	-	-	-	-	-	-	
Cloke, Travis	-	1	2	2	3	3	4	1	-	2	1	4	2	-	1	2	-	1	1	-	2	1	2	3	1	39
Cook, Ryan																		-	1	-						1
Cox, Shannon			-	-	-	-						-	1	-				-								1
Davis, Leon	-	-	-	1	1	-		-	-	-	2	1	1	1	4	-	1	2	2	2	-	1	1	-	1	21
Dick, Brad			-	-	1	2	-	1																		4
Didak, Alan					-		1	-	-	-	2	-	-	2	-	-	-	-		1	-		-	-	-	6
Egan, Chris						-																				
Fraser, Josh	-	1	-	-	-	-	-	-	1	1	1	-	-	-	-	2	-	-	-				1			7
Goldsack, Tyson								-	-	-	-	-	-	-	-	-	-	-	-		-	-	1	-	-	1
Holland, Brodie							-	-	-	-	-	-	-													
Iles, Sam							-							-	-											
Johnson, Ben	-	-		3	1	1	-	1	-	-	1	-	1	-	-	-	-	-	-	-						8
Licuria, Paul	2	2	-	-								-	-	1	-	-	1		1							7
Lockyer, Tarkyn	-	1	1	-	-	1	2	1	1	-	-	1	-	-	-	1	-	2	-	1	-	1	-	1	-	14
Lonie, Ryan	-															-	2	-								2
Lumumba, Heritier	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	1	-	-	-	-	1
Maxwell, Nick	1	-	-	1	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Medhurst, Paul	2	-	-						-	1	-		2	2	-			-	2	1	2	-	2	2	-	16
Nicholls, Daniel		-																								
OBree, Shane	-	-	-	-	-	-	2	-	1	-	-	-	-	-	1	-	1		-	1	-	-	-	-	-	6
Pendlebury, Scott	-	1	-	1	1	1	-	-	1	-	-	-	-	-	1	-	-			1	-	-	-	-	1	8
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-						-	-	-	-							
Reid, Ben													2	2								-				4
Richards, Guy	-	-	-	-					-	-		1	-			-	-			-	-	-	-	-	-	1
Rocca, Anthony	1	1	1	2	4	3	3	2	4	-	-	4			-	1	1	2	2	1	1	2	-	1	1	37
Rusling, Sean																				2	3		2	-	-	7
Shaw, Heath	1	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	4
Shaw, Rhyce	-	-	-	-	1	-	-	1	-	-								-	-	-		-				2
Stanley, Danny											-	-														
Swan, Dane	-	-	-	1	-	1	-	1	1	1	-	-	1	1	1	2	1	2	-	1	-	-	-	-	-	14
Thomas, Dale	-	1	1	1	-	-	2	-	-	4	1	-	-	1	1	2	1	-	1	-	-	1	2	1	1	21
Toovey, Alan			2	-	-	-	-	-	-	-	-								-							2
Wakelin, Shane	-	-	-				-				-	-	-	-	-	-	-			-	-	-	-	-	-	
Totals	7	8	8	12	17	16	15	10	9	9	9	11	11	11	10	12	10	9	10	13	9	9	11	11	7	264
Opponent	KA	WC	RI	PA	ES	AD	CA	WB	BL	FR	ME	SY	HW	SK	GE	ES	BL	CA	RI	ME	SY	AD	SY	WC	GE	
