Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Bryan, Chris					-	3	-	-			-				-				-	1	1	-		1	-	6
Buckley, Nathan																					-	1	1	-	-	2
Burns, Scott	1	1	-	-	-	-	-	1	2	-	-	-	-	-	1	-	-	1	1	1	1	1	-	-	1	12
Clarke, Martin												-	3	-	-	-	-	-			-	-	-	-	-	3
Clement, James	1	-		-	-	-												-	-	-	1	-	-	-	-	2
Cloke, Travis	1	-	-	-	1	2	3	2	2	1	3	1	1	2	4	3	1	4	-	1	-	-	3	1	3	39
Cook, Ryan																		-	-	-						
Cox, Shannon			-	-	-	-						-	-	-				-								
Davis, Leon	1	3	2	1	-	-		2	3	4	2	-	1	1	-	4	-	2	2	1	-	-	1	-	1	31
Dick, Brad			2	-	1	-	-	1																		4
Didak, Alan					3		4	2	2	1	-	1	2	1	-	1	-	1		1	1		1	2	2	25
Egan, Chris						-																				
Fraser, Josh	-	-	-	-	-	1	2	2	2	-	1	-	-	2	-	1	-	-	-				-			11
Goldsack, Tyson								-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Holland, Brodie							-	-	-	-	-	-	-													
Iles, Sam							-							-	-											
Johnson, Ben	1	1		1	1	-	-	-	1	1	3	-	-	1	-	-	-	-	-	1						11
Licuria, Paul	1	-	-	-								-	-	1	-	1	-		-							3
Lockyer, Tarkyn	1	-	-	-	2	2	1	-	1	-	1	-	-	-	1	1	-	2	1	-	-	-	-	-	-	13
Lonie, Ryan	-															-	-	-								
Lumumba, Heritier	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	
Maxwell, Nick	1	-	-	1	-	-	-	-	-	1	-	-	-	-	1	-	4	-	-	-	-	-	-	-	-	8
Medhurst, Paul	2	-	4						1	-	1		2	-	1			-	3	3	1	-	1	2	3	24
Nicholls, Daniel		-																								
OBree, Shane	-	1	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-		-	-	-	2	-	-	1	6
Pendlebury, Scott	1	-	2	2	1	1	1	1	2	-	-	1	-	-	-	2	-			1	1	2	1	1	-	20
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-						-	-	-	-							
Reid, Ben													1	-								1				2
Richards, Guy	-	-	-	-					-	-		-	-			-	-			-	-	-	-	-	-	
Rocca, Anthony	-	4	3	2	3	-	2	3	-	5	-	3			1	4	1	5	3	-	3	3	6	3	-	54
Rusling, Sean																				1	4		3	-	2	10
Shaw, Heath	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	2
Shaw, Rhyce	-	1	-	-	-	1	-	-	-	-								-	1	-		-				3
Stanley, Danny											-	-														
Swan, Dane	-	-	1	2	-	-	1	-	1	2	-	-	-	1	-	-	-	-	1	-	1	-	1	2	-	13
Thomas, Dale	1	-	-	-	-	1	1	-	-	-	-	4	2	2	-	1	-	2	2	-	1	1	-	1	-	19
Toovey, Alan			3	-	-	-	1	-	-	-	-								-							4
Wakelin, Shane	-	-	-				1				-	-	-	-	-	-	-			-	-	-	-	-	-	1
Totals	12	11	17	9	12	11	17	14	18	15	11	10	12	12	9	18	7	18	14	11	15	11	18	13	13	328
Opponent	KA	WC	RI	PA	ES	AD	CA	WB	BL	FR	ME	SY	HW	SK	GE	ES	BL	CA	RI	ME	SY	AD	SY	WC	GE	
