Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Bryan, Chris					-	3	1	-			-				-				-	-	2	-		-	-	6
Buckley, Nathan																					2	-	1	-	-	3
Burns, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Clarke, Martin												1	-	-	-	-	-	-			-	-	-	1	-	2
Clement, James	5	1		-	1	1												-	-	-	1	1	-	2	2	14
Cloke, Travis	1	-	-	1	-	1	1	1	2	3	4	1	1	-	3	4	2	2	-	3	1	1	1	2	1	36
Cook, Ryan																		-	-	-						
Cox, Shannon			-	1	1	-						-	-	-				-								2
Davis, Leon	-	-	-	-	-	1		-	1	1	-	1	1	-	-	-	-	2	-	-	-	-	-	-	-	7
Dick, Brad			1	-	-	-	-	-																		1
Didak, Alan					-		-	-	1	-	1	2	-	-	-	-	-	-		-	1		-	-	-	5
Egan, Chris						-																				
Fraser, Josh	1	-	1	-	-	-	2	-	1	1	3	-	1	-	-	-	-	-	-				-			10
Goldsack, Tyson								1	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	1	3
Holland, Brodie							1	-	-	1	-	-	-													2
Iles, Sam							-							1	-											1
Johnson, Ben	-	-		-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-						2
Licuria, Paul	-	2	-	-								1	-	-	1	-	-		-							4
Lockyer, Tarkyn	-	-	-	-	-	-	-	-	1	-	1	-	-	-	1	1	-	-	-	-	2	-	-	-	-	6
Lonie, Ryan	-															-	-	-								
Lumumba, Heritier	-	-	-	-	-	-	2	1	-	-	-			-	-	-	1	-	-	1	-	-	-	-	1	6
Maxwell, Nick	1	3	-	-	-	-	-	-	1	-	1	-	2	-	-	-	3	-	-	-	1	-	-	-	-	12
Medhurst, Paul	-	1	-						-	1	-		1	1	2			1	-	1	1	1	-	1	-	11
Nicholls, Daniel		-																								
OBree, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	1	-	-	-	-	-	1
Pendlebury, Scott	-	1	-	-	-	1	-	1	2	1	-	1	-	-	2	2	-			-	-	-	-	-	1	12
Prestigiacomo, Simon	1	-	1	-	-	-	2	-	-	-						-	-	-	-							4
Reid, Ben													-	1								-				1
Richards, Guy	-	-	-	-					-	-		-	1			-	-			-	1	-	-	-	-	2
Rocca, Anthony	4	3	4	1	3	1	4	6	2	3	-	6			2	5	1	5	2	3	1	2	5	1	1	65
Rusling, Sean																				1	2		1	-	3	7
Shaw, Heath	2	2	-	1	-	-	2	1	2	-	2	1	-	1	2	1	-	1	-	1	1	1	1	-	-	22
Shaw, Rhyce	-	-	-	1	-	1	-	-	-	-								1	-	-		-				3
Stanley, Danny											1	-														1
Swan, Dane	1	-	-	-	-	-	-	2	2	-	1	-	-	1	1	-	-	-	-	-	1	-	-	2	1	12
Thomas, Dale	-	-	-	-	-	-	-	1	2	2	-	1	-	2	-	1	-	1	-	-	-	-	-	-	-	10
Toovey, Alan			-	-	1	1	-	-	-	-	-								-							2
Wakelin, Shane	-	1	1				-				-	3	1	-	1	4	-			1	2	-	1	-	1	16
Totals	16	14	8	5	6	10	15	15	17	13	14	18	8	7	15	18	7	13	3	12	20	6	11	9	12	292
Opponent	KA	WC	RI	PA	ES	AD	CA	WB	BL	FR	ME	SY	HW	SK	GE	ES	BL	CA	RI	ME	SY	AD	SY	WC	GE	
