Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	-	-	-	-	1	-	1	-	1		-	4	1	1	-	-	-	1	-	3	-	-	-	1	14
Broadbent, Matthew	-	5	3	2	7	-	-	2	-	9	5	1	1	7	-	1	4	8	2	-	2	1	-	-	1	61
Butcher, John	-	-	-																							
Carlile, Alipate		-	-	-	1	-		1	-	1	-	-	1	-				-	-	-	-	-	-	-	-	4
Cassisi, Domenic	-	1	-	1	-	-	-	-	-		-	-			-		1									3
Clurey, Tom	-																									
Cornes, Kane	-	5	-	-	-	-	1	2	-	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	12
Ebert, Brad	-	1	-	-	2	-	-	2	-	-	-	-	1	1	-	-	2	-	3	-	-	-	2	-	-	14
Gray, Robbie	-	-	-	-	1	-	-	-	-	-	1	1	-	1	1	1	-	-	1	1	1	1	1	1	-	12
Gray, Sam				-	-	-					1		-	-		-										1
Hartlett, Hamish	-	-	2	-	1	-		-	-		1	-		-	-	-	-	-	1	1	4	1	1	-	2	14
Hombsch, Jack	-	1	-	-		1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Impey, Jarman	1	-	-	-	-	-	-	1	1	2	-	2		-	1	2	2	4				-				16
Jonas, Tom	-	1	1	-	-	-	-				-	-	-	-	-	-	-	-	-	-	1	3	-	-	1	7
Lobbe, Matthew	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Logan, Tom													-			-				-						
Mitchell, Kane								-	-	-	2	-	-	-	-	1			-							3
Monfries, Angus	1	1	-				-	-	-			-	-	-	-			2	-		1	-	3	-	-	8
Moore, Andrew										-								-	-	-	-	-	1	-	-	1
Neade, Jake										2									-	-	1	1	3	1	1	9
Newton, Ben							-				-						-	-								
OShea, Cameron				1	1										-	-	-	-	1	-	-		1	1	-	5
Pittard, Jasper	-	1	3	5	3	5	2	2	2	4	2	3	4	3	3	7	7	-	1	-	12	2	2	4	2	79
Polec, Jared	4	10	-	-	-	1	3	-	1	1	3		1	2	-	1	-	-	5	-	8	3	10	-	1	54
Renouf, Brent								-																		
Schulz, Jay	-	-	-	1	-	-	-	-	1	1	-	-	2	-	-	-	-	-	-	-	-	2	1	-	1	9
Stewart, Paul							-			1							-	-								1
Trengove, Jackson	1	3	-	-	-	-	-	-	-	1	-	-	-	-					-		-	-	-	-	-	5
Westhoff, Justin	-	-	1	-	-	-	-	-	-	2	1	-	3	1	-	-	-	-	-	-	1	1	-	-	2	12
White, Matt	1	-	1	1	2	1	-	1	2	1		1	1	4	-	4	-			-	-	-	1	-	3	24
Wines, Ollie	-	-	-	-	1	-	-	1	1	-	-	-	-	-	-	1	2	-	-	-	-	-	-	-	-	6
Wingard, Chad	-	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	3
Young, Aaron				-	-	-	-	-	-	-	-	-	-		-	-	-			-						
Totals	8	29	11	11	19	9	6	13	8	30	17	8	18	20	6	18	18	14	16	2	34	15	26	9	15	380
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
