Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	3	1	-	2	-	1	-	1	-		-	2	1	-	2	3	-	1	1	1	2	2	-	3	26
Broadbent, Matthew	-	-	-	2	-	-	1	-	-	-	-	-	-	-	-	1	-	1	1	1	-	-	-	1	-	8
Butcher, John	2	2	-																							4
Carlile, Alipate		-	-	-	1	1		1	-	-	-	-	1	-				1	-	-	1	-	-	1	-	7
Cassisi, Domenic	-	-	4	1	1	3	1	-	-		1	1			1		-									13
Clurey, Tom	1																									1
Cornes, Kane	1	1	-	1	-	-	2	1	-	1	1	-	1	-	-	-	2	1	-	1	1	-	1	-	-	15
Ebert, Brad	-	1	-	2	-	2	1	-	1	-	1	-	-	-	-	-	1	2	2	1	1	-	2	-	1	18
Gray, Robbie	1	1	-	4	1	-	1	1	2	3	3	2	-	2	2	-	3	-	3	2	1	1	3	4	2	42
Gray, Sam				-	-	-					1		-	1		-										2
Hartlett, Hamish	-	-	2	2	-	1		1	-		1	-		1	2	2	-	-	2	2	-	-	-	1	1	18
Hombsch, Jack	-	-	1	-		-	-	-	-	1	-	1	-	1	-	-	1	-	-	1	-	-	-	1	-	7
Impey, Jarman	-	2	-	-	-	-	-	-	1	1	-	-		-	-	-	1	-				-				5
Jonas, Tom	-	-	-	-	-	-	1				1	-	-	-	1	-	-	1	1	1	1	2	-	-	1	10
Lobbe, Matthew	1	2	1	2	2	3	1		-	2	2	3	1	1	1	2	2	2	-	2	3	2	1	2	-	38
Logan, Tom													1			1				1						3
Mitchell, Kane								1	-	1	2	2	-	-	-	-			1							7
Monfries, Angus	3	2	1				2	-	1			-	1	-	-			-	1		-	-	2	1	1	15
Moore, Andrew										-								-	1	1	-	-	1	1	1	5
Neade, Jake										-									4	3	1	2	2	3	-	15
Newton, Ben							-				1						-	-								1
OShea, Cameron				-	-										-	2	-	1	2	-	-		1	-	-	6
Pittard, Jasper	-	1	1	-	-	-	1	1	-	2	-	-	-	-	1	2	-	-	-	-	1	-	-	1	-	11
Polec, Jared	2	-	-	1	1	-	3	2	-	1	-		1	-	2	-	1	-	1	-	1	-	-	1	4	21
Renouf, Brent								-																		
Schulz, Jay	-	1	-	1	-	1	-	1	1	-	1	2	1	-	2	1	2	2	-	2	2	-	1	1	2	24
Stewart, Paul							-			-							1	-								1
Trengove, Jackson	-	1	-	1	1	1	1	2	-	-	2	-	-	-					2		-	-	1	1	1	14
Westhoff, Justin	2	-	-	1	2	-	-	2	1	-	1	1	1	-	2	-	1	-	-	-	-	3	2	1	1	21
White, Matt	-	-	2	1	-	1	1	-	-	-		1	-	1	-	1	1			-	-	2	1	-	1	13
Wines, Ollie	1	-	1	1	1	1	1	3	1	-	2	-	1	2	3	1	3	3	-	-	1	-	-	-	2	28
Wingard, Chad	-	-	1		2	1	-	1	3	-	1	-	3	1	-	-	1	-	1	-	-	-	-	1	-	16
Young, Aaron				1	-	1	1	-	-	2	-	1	-		-	1	1			-						8
Totals	14	17	15	21	14	16	19	17	12	14	21	14	14	11	17	16	24	14	23	19	15	14	20	21	21	423
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
