Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	1	2	-	-	-	-	1	4	1		1	1	1	-	3	-	-	3	-	1	-	1	-	2	22
Broadbent, Matthew	-	3	7	4	7	2	2	2	5	7	4	4	4	7	3	5	1	6	5	2	3	1	3	2	1	90
Butcher, John	-	-	-																							
Carlile, Alipate		-	1	2	1	3		2	1	2	1	2	2	2				2	1	5	-	2	3	3	2	37
Cassisi, Domenic	-	-	2	1	2	2	-	1	1		-	-			-		2									11
Clurey, Tom	2																									2
Cornes, Kane	4	3	2	1	1	3	1	2	3	1	1	1	2	1	-	4	2	1	-	1	2	1	1	1	-	39
Ebert, Brad	3	2	3	1	3	7	1	2	1	2	-	-	2	-	3	1	3	2	2	-	-	1	-	1	-	40
Gray, Robbie	-	-	2	2	-	2	2	2	-	-	-	1	1	2	-	1	1	-	3	1	3	1	1	-	1	26
Gray, Sam				-	-	-					-		-	-		-										
Hartlett, Hamish	1	4	-	-	1	3		-	2		3	1		1	1	-	3	1	1	-	2	-	1	1	4	30
Hombsch, Jack	3	4	1	1		2	1	-	2	1	1	4	1	4	1	2	2	1	1	1	-	2	5	1	2	43
Impey, Jarman	2	3	1	-	1	1	-	-	2	1	5	-		-	-	2	2	4				2				26
Jonas, Tom	-	2	1	-	-	1	1				2	3	1	1	4	2	2	2	2	2	4	3	5	3	2	43
Lobbe, Matthew	-	-	-	-	-	-	1		-	-	-	1	-	3	-	-	-	1	2	-	-	-	-	-	2	10
Logan, Tom													-			3				-						3
Mitchell, Kane								1	1	-	-	3	1	-	-	-			2							8
Monfries, Angus	1	1	-				-	-	-			1	-	-	1			-	-		1	-	-	-	-	5
Moore, Andrew										-								-	1	1	-	1	-	1	1	5
Neade, Jake										1									-	-	-	-	1	-	-	2
Newton, Ben							1				-						1	1								3
OShea, Cameron				2	3										7	1	3	2	1	2	1		2	4	2	30
Pittard, Jasper	2	6	4	-	3	4	3	5	3	3	1	6	3	7	7	3	3	3	1	4	7	2	1	4	4	89
Polec, Jared	2	1	4	3	3	-	1	1	6	1	3		4	2	2	3	1	2	9	2	-	-	1	2	-	53
Renouf, Brent								-																		
Schulz, Jay	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	1	-	4
Stewart, Paul							2			-							-	-								2
Trengove, Jackson	-	5	2	-	1	1	2	-	3	1	1	3	1	-					-		1	-	-	2	-	23
Westhoff, Justin	1	2	-	-	1	-	1	-	1	2	-	1	2	3	2	2	1	4	-	4	4	2	-	1	-	34
White, Matt	-	-	-	1	2	-	1	-	-	2		2	1	1	1	1	1			2	1	-	-	-	1	17
Wines, Ollie	-	4	2	1	1	1	1	2	1	1	-	1	1	-	1	-	1	-	1	1	-	1	2	1	1	25
Wingard, Chad	1	-	-		-	-	-	-	-	-	-	-	1	2	-	-	1	1	2	-	-	-	-	2	-	10
Young, Aaron				1	-	3	-	-	-	-	2	-	-		-	1	-			-						7
Totals	23	41	34	20	30	35	21	21	36	26	24	35	29	37	33	34	30	33	37	29	30	19	27	30	25	739
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
