Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	2	-	-	1	1	-	1	-	1	-		-	-	-	-	1	1	1	1	3	2	-	-	2	2	19
Broadbent, Matthew	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	3
Butcher, John	-	1	1																							2
Carlile, Alipate		-	-	-	-	1		-	1	-	-	-	1	-				-	-	2	1	-	1	1	-	8
Cassisi, Domenic	-	1	1	1	3	2	-	-	2		1	1			1		-									13
Clurey, Tom	1																									1
Cornes, Kane	3	1	-	-	1	-	-	-	1	1	-	1	-	-	1	1	1	1	1	-	2	-	2	2	-	19
Ebert, Brad	-	2	2	1	-	2	1	1	1	2	-	2	2	4	-	1	1	-	1	1	-	-	2	3	2	31
Gray, Robbie	2	-	-	4	-	2	2	-	-	2	-	2	-	-	-	1	1	1	-	-	-	1	4	-	3	25
Gray, Sam				-	-	1					1		-	2		1										5
Hartlett, Hamish	-	2	-	-	2	-		-	1		1	-		-	-	2	1	-	2	1	-	-	-	-	1	13
Hombsch, Jack	1	2	1	-		-	-	-	-	1	-	1	1	-	2	-	1	-	1	-	1	-	2	1	1	16
Impey, Jarman	-	2	-	2	-	1	1	-	-	-	-	1		4	1	-	3	1				1				17
Jonas, Tom	2	1	4	1	-	-	-				2	1	-	2	1	1	-	-	-	-	-	1	1	1	2	20
Lobbe, Matthew	1	1	2	3	3	4	-		2	2	1	2	5	3	5	3	1	1	1	2	3	3	2	-	3	53
Logan, Tom													-			-				1						1
Mitchell, Kane								1	1	-	2	1	1	-	-	-			2							8
Monfries, Angus	1	1	-				-	-	1			-	1	-	-			-	-		-	-	1	-	-	5
Moore, Andrew										-								3	-	-	-	2	1	-	1	7
Neade, Jake										-									-	-	-	-	-	-	1	1
Newton, Ben							-				-						-	-								
OShea, Cameron				1	3										2	-	-	-	-	1	2		-	2	-	11
Pittard, Jasper	-	1	-	-	-	-	-	1	-	-	-	2	-	1	1	-	1	-	1	-	-	-	-	-	-	8
Polec, Jared	1	1	3	1	1	-	-	-	2	2	-		-	2	-	1	-	1	-	-	2	-	-	-	-	17
Renouf, Brent								3																		3
Schulz, Jay	1	2	1	1	1	-	-	3	-	2	-	1	1	2	1	2	1	1	-	4	2	-	1	1	-	28
Stewart, Paul							1			1							-	-								2
Trengove, Jackson	4	2	-	3	2	-	1	-	-	1	2	-	1	1					3		1	1	2	-	-	24
Westhoff, Justin	-	-	2	-	1	-	1	-	2	-	-	-	-	-	1	-	1	-	1	-	-	2	1	2	-	14
White, Matt	-	-	-	1	-	-	-	1	1	-		1	-	1	-	-	2			1	-	-	2	2	-	12
Wines, Ollie	1	1	-	-	1	-	-	-	2	1	1	1	-	2	-	1	1	1	-	2	1	-	3	1	1	21
Wingard, Chad	-	2	-		-	-	-	1	-	-	-	-	1	-	-	-	2	3	-	1	1	-	1	-	-	12
Young, Aaron				-	-	-	-	-	1	1	2	-	2		-	2	2			-						10
Totals	20	24	17	20	19	13	9	11	19	16	13	17	16	24	16	17	20	15	14	19	18	11	26	18	17	429
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
