Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	-	-	1	-	2	-	-	1	-		1	1	1	1	1	1	1	1	-	1	-	1	-	-	14
Broadbent, Matthew	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Butcher, John	1	1	2																							4
Carlile, Alipate		-	-	-	-	-		-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	
Cassisi, Domenic	-	-	-	-	-	-	-	-	-		-	-			-		-									
Clurey, Tom	-																									
Cornes, Kane	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	3
Ebert, Brad	1	1	-	1	2	-	-	-	-	-	-	1	-	2	-	-	-	-	-	-	1	-	2	-	1	12
Gray, Robbie	2	1	-	5	2	3	1	-	1	1	1	1	3	-	1	4	1	1	-	2	4	2	2	1	1	40
Gray, Sam				-	-	-					-		1	1		1										3
Hartlett, Hamish	1	-	1	1	1	1		-	2		1	-		-	-	-	-	-	1	-	-	1	1	-	-	11
Hombsch, Jack	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1
Impey, Jarman	-	-	1	1	-	-	-	-	-	-	-	-		-	-	-	-	-				-				2
Jonas, Tom	-	-	-	-	-	-	-				-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
Lobbe, Matthew	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	2
Logan, Tom													1			-				-						1
Mitchell, Kane								2	-	-	1	1	1	-	-	-			-							5
Monfries, Angus	-	3	2				-	-	1			2	2	1	-			3	-		3	-	3	1	2	23
Moore, Andrew										-								1	-	1	1	2	-	1	1	7
Neade, Jake										1									1	-	1	1	1	1	-	6
Newton, Ben							1				-						-	-								1
OShea, Cameron				-	-										-	-	-	-	-	-	-		-	-	-	
Pittard, Jasper	-	-	-	1	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Polec, Jared	-	-	1	-	-	1	-	-	-	-	1		-	-	-	-	-	-	-	-	1	1	1	-	-	6
Renouf, Brent								1																		1
Schulz, Jay	3	3	2	6	2	4	6	2	-	3	5	5	10	2	1	5	1	2	3	1	3	6	4	2	5	86
Stewart, Paul							-			-							1	-								1
Trengove, Jackson	-	-	-	-	-	-	-	-	-	-	1	-	-	-					-		-	-	-	-	-	1
Westhoff, Justin	4	-	-	6	-	-	-	2	2	1	1	3	4	2	1	-	1	1	1	1	2	2	2	2	2	40
White, Matt	1	1	-	4	-	1	1	1	-	1		-	-	1	-	-	-			1	-	-	-	-	-	12
Wines, Ollie	1	-	2	1	-	-	1	2	-	-	-	-	1	-	1	-	-	-	-	-	-	-	2	-	1	12
Wingard, Chad	-	3	1		1	5	1	4	1	-	4	1	-	-	1	2	1	-	2	1	5	2	4	-	1	40
Young, Aaron				1	-	-	-	1	-	1	1	-	-		-	-	1			-						5
Totals	14	14	12	28	8	17	11	16	8	8	18	16	25	10	6	13	8	9	10	7	22	17	23	9	15	344
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
