Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	-	2	3	-	3	-	1	3	-		-	2	-	-	3	-	-	2	-	2	-	-	-	-	21
Broadbent, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Butcher, John	-	-	-																							
Carlile, Alipate		-	-	-	-	-		-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	
Cassisi, Domenic	-	-	-	-	-	-	-	-	-		-	-			-		-									
Clurey, Tom	-																									
Cornes, Kane	-	3	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Ebert, Brad	-	1	-	-	3	1	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	7
Gray, Robbie	-	-	-	2	2	-	-	-	-	1	2	-	-	-	2	-	-	-	-	-	3	2	-	-	-	14
Gray, Sam				-	-	-					-		-	-		-										
Hartlett, Hamish	-	-	-	-	-	2		-	-		3	-		-	-	-	-	2	-	2	1	-	-	-	-	10
Hombsch, Jack	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Impey, Jarman	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-				-				
Jonas, Tom	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lobbe, Matthew	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	3
Logan, Tom													-			-				-						
Mitchell, Kane								-	-	-	-	-	-	-	-	-			-							
Monfries, Angus	-	-	-				-	-	-			-	-	-	-			-	-		-	-	-	-	-	
Moore, Andrew										-								-	-	-	-	-	-	-	-	
Neade, Jake										-									-	-	-	-	-	-	-	
Newton, Ben							-				-						-	-								
OShea, Cameron				-	-										-	-	-	-	-	-	-		-	-	-	
Pittard, Jasper	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Polec, Jared	1	-	-	-	-	-	3	-	1	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	5
Renouf, Brent								-																		
Schulz, Jay	-	-	-	1	-	-	1	-	-	-	-	-	3	-	-	-	-	-	-	-	-	1	-	-	-	6
Stewart, Paul							-			-							-	-								
Trengove, Jackson	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-		-	-	-	-	-	
Westhoff, Justin	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	3
White, Matt	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-			-	-	-	-	-	-	
Wines, Ollie	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	5
Wingard, Chad	-	2	-		-	-	-	3	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6
Young, Aaron				-	-	-	-	-	-	-	-	-	-		-	-	-			-						
Totals	6	6	2	6	5	6	4	4	4	3	6	2	6	0	2	3	2	2	2	5	6	3	0	0	0	85
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
