Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	12	13	7	16	7	16	9	9	19	9		10	10	17	13	21	10	9	16	15	8	15	16	7	17	301
Broadbent, Matthew	2	7	6	4	5	4	7	4	5	4	2	3	8	6	-	3	2	6	4	7	5	3	3	4	7	111
Butcher, John	6	5	4																							15
Carlile, Alipate		1	2	3	9	2		3	6	2	4	2	6	4				3	5	6	6	5	4	3	11	87
Cassisi, Domenic	3	17	11	5	7	6	4	6	3		6	9			4		3									84
Clurey, Tom	2																									2
Cornes, Kane	10	4	5	9	5	7	4	10	6	7	5	7	4	8	4	5	4	9	7	8	8	4	3	6	7	156
Ebert, Brad	2	8	9	13	8	13	10	4	12	2	9	18	8	8	3	5	9	8	13	5	4	6	5	11	10	203
Gray, Robbie	6	7	14	10	13	6	14	12	11	8	8	16	16	12	12	6	16	7	17	20	16	13	8	13	17	298
Gray, Sam				4	5	5					5		2	5		1										27
Hartlett, Hamish	7	12	6	8	7	12		8	7		14	-		5	14	10	5	8	10	15	9	10	6	17	7	197
Hombsch, Jack	7	7	5	1		5	5	5	4	3	-	7	5	3	5	3	2	2	6	4	3	4	2	6	5	99
Impey, Jarman	3	6	2	2	8	3	1	4	4	6	4	3		3	10	4	5	5				2				75
Jonas, Tom	3	4	6	8	3	6	1				3	6	5	7	6	2	3	5	2	8	7	7	4	-	10	106
Lobbe, Matthew	8	8	3	4	5	8	4		6	7	6	13	6	4	7	8	7	9	4	11	7	5	1	4	2	147
Logan, Tom													5			7				6						18
Mitchell, Kane								8	8	5	7	8	7	4	7	2			4							60
Monfries, Angus	2	7	7				5	7	4			7	3	2	6			4	4		6	1	6	4	3	78
Moore, Andrew										4								8	8	6	4	3	3	4	5	45
Neade, Jake										2									5	13	4	6	5	6	3	44
Newton, Ben							7				2						3	1								13
OShea, Cameron				2	5										8	6	9	10	10	2	6		6	5	1	70
Pittard, Jasper	3	6	3	5	3	1	3	5	2	4	4	4	5	4	7	2	3	-	-	4	2	4	2	2	3	81
Polec, Jared	12	5	8	8	4	8	10	11	6	3	5		4	6	16	5	7	5	7	2	10	10	3	7	10	172
Renouf, Brent								-																		
Schulz, Jay	7	7	2	7	3	3	6	6	5	4	5	8	11	2	2	5	4	4	6	7	5	2	3	6	5	125
Stewart, Paul							7			1							6	2								16
Trengove, Jackson	6	8	6	7	9	5	8	12	7	6	8	8	6	3					7		7	6	5	8	2	134
Westhoff, Justin	11	-	4	8	13	5	2	6	5	7	4	6	7	8	6	6	11	8	5	9	3	5	9	7	9	164
White, Matt	1	4	5	7	8	3	5	7	5	4		8	3	5	7	3	3			7	-	4	5	2	3	99
Wines, Ollie	19	9	12	15	8	12	16	13	6	11	16	11	17	11	8	11	11	11	13	15	11	9	7	13	9	294
Wingard, Chad	11	9	8		5	5	10	5	8	1	9	6	15	6	8	5	6	2	7	8	2	8	9	8	7	168
Young, Aaron				2	3	4	9	3	4	12	5	5	1		7	6	8			2						71
Totals	143	154	135	148	143	139	147	148	143	112	131	165	154	133	160	126	137	126	160	180	133	132	115	143	153	3560
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
