Player	R1	R2	R3	R4	R5	R6	R7	R8	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Boak, Travis	-	-	-	3	-	1	1	2	-	1		-	1	-	-	2	-	-	-	-	1	1	2	-	-	15
Broadbent, Matthew	1	-	-	-	-	1	-	-	-	1	-	-	1	-	-	-	-	-	1	-	1	-	-	1	-	7
Butcher, John	-	2	-																							2
Carlile, Alipate		-	-	-	-	-		-	-	-	1	-	1	-				-	-	-	-	-	-	-	-	2
Cassisi, Domenic	-	-	1	3	1	-	-	-	-		-	-			-		1									6
Clurey, Tom	-																									
Cornes, Kane	-	-	-	1	-	-	2	1	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	1	7
Ebert, Brad	1	1	1	1	-	1	2	-	1	-	1	2	-	1	-	-	-	1	-	-	-	2	-	-	-	15
Gray, Robbie	-	1	1	3	1	1	1	1	2	-	3	2	2	1	-	2	3	1	-	-	3	-	4	-	1	33
Gray, Sam				-	-	-					1		-	-		1										2
Hartlett, Hamish	-	2	1	-	1	-		1	-		1	-		-	-	1	-	-	-	-	2	-	2	-	-	11
Hombsch, Jack	-	-	-	-		-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Impey, Jarman	-	-	-	-	-	-	-	1	-	-	-	-		-	-	-	-	-				1				2
Jonas, Tom	-	-	-	-	-	-	-				-	-	1	-	-	-	-	-	1	-	-	1	1	-	1	5
Lobbe, Matthew	-	-	-	-	-	-	1		-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2	-	4
Logan, Tom													-			-				-						
Mitchell, Kane								-	-	1	-	1	1	1	-	1			-							5
Monfries, Angus	1	1	1				1	1	-			2	1	-	-			-	1		1	-	-	1	-	11
Moore, Andrew										1								-	-	-	-	1	-	-	-	2
Neade, Jake										-									1	-	2	-	-	-	-	3
Newton, Ben							1				1						-	-								2
OShea, Cameron				-	-										-	-	-	-	-	-	-		-	-	1	1
Pittard, Jasper	-	-	-	1	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	4
Polec, Jared	-	1	-	1	1	-	-	-	-	1	-		1	1	-	1	-	1	-	1	2	1	1	1	1	15
Renouf, Brent								-																		
Schulz, Jay	3	-	-	1	-	1	-	1	-	-	1	-	1	-	-	-	-	-	-	-	-	1	2	2	2	15
Stewart, Paul							1			1							-	1								3
Trengove, Jackson	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-		-	-	-	-	-	
Westhoff, Justin	-	-	1	3	1	-	1	1	2	1	-	1	1	-	-	-	-	1	-	2	-	1	-	1	-	17
White, Matt	2	2	1	2	1	-	1	1	1	3		-	2	-	2	-	-			-	1	1	-	-	-	20
Wines, Ollie	-	-	1	3	-	1	-	-	1	-	1	-	1	1	-	1	1	-	-	1	-	-	3	-	1	16
Wingard, Chad	1	1	1		1	2	-	-	2	-	1	3	2	-	1	2	1	2	-	-	1	1	1	-	1	24
Young, Aaron				-	-	-	3	1	1	-	-	-	-		-	1	-			1						7
Totals	9	11	9	22	7	8	15	11	11	11	11	11	17	7	3	12	7	8	4	5	15	11	16	8	9	258
Opponent	CA	AD	NM	BL	WC	GE	GW	FR	HW	ME	SK	SY	WB	AD	ES	RI	ME	CW	SY	GC	CA	FR	RI	FR	HW	
